lightblue ,"grayish, grey, gray ","gold, yellow, mustard, golden ",navy ,"bluish, blue, indigo, denim ","lightgrey, silver, light gray ","darkgrey, charcoal, black grey ","burlap, sand, taupe, tan, beige, light brown ","natural, neutral, greige, ivory, cream, off white ",black ,"pink, light pink, dark pink ",white  ,black and white ,"teal, light teal, dark teal "
[light blue bohemian 96 inch drape],[grayish boho 95 inch drapery],[gold boho 95 inch drapery],[navy modern 96 inch drape],[denim grommet 97 inch drapery],[light gray boho 95 inch drapery],[dark grey boho 95 inch drapery],[tan grommet 96 inch panel],[ivory grommet 96 inch panel],[black modern 96 inch drape],[pink boho 95 inch drapery],[white modern 96 inch drape],[black and white modern 96 inch drape],[teal boho 95 inch drapery]
[light blue bohemian 96 inch drapery],[grey boho 95 inch drapery],[yellow boho 95 inch drapery],[navy modern 96 inch drapery],[bluish grommet 97 inch panel],[silver boho 95 inch drapery],[charcoal boho 95 inch drapery],[beige grommet 96 inch panel],[cream grommet 96 inch panel],[black modern 96 inch drapery],[light pink boho 95 inch drapery],[white modern 96 inch drapery],[black and white modern 96 inch drapery],[dark teal boho 95 inch drapery]
[light blue bohemian 96 inch panel],[gray boho 95 inch drapery],[mustard boho 95 inch drapery],[navy modern 96 inch panel],[blue grommet 97 inch panel],[light grey boho 95 inch drapery],[black grey boho 95 inch drapery],[light brown grommet 96 inch panel],[off white grommet 96 inch panel],[black modern 96 inch panel],[dark pink boho 95 inch drapery],[white modern 96 inch panel],[black and white modern 96 inch panel],[light teal boho 95 inch drapery]
[light blue bohemian 96 inch window curtain],[grayish boho 95 inch panel],[gold boho 95 inch panel],[navy modern 96 inch window curtain],[indigo grommet 97 inch panel],[light gray boho 95 inch panel],[dark grey boho 95 inch panel],[burlap grommet 96 inch window curtain],[natural grommet 96 inch window curtain],[black modern 96 inch window curtain],[pink boho 95 inch panel],[white modern 96 inch window curtain],[black and white modern 96 inch window curtain],[teal boho 95 inch panel]
[light blue bohemian 97 inch curtain],[grey boho 95 inch panel],[yellow boho 95 inch panel],[navy modern 97 inch curtain],[denim grommet 97 inch panel],[silver boho 95 inch panel],[charcoal boho 95 inch panel],[sand grommet 96 inch window curtain],[neutral grommet 96 inch window curtain],[black modern 97 inch curtain],[light pink boho 95 inch panel],[white modern 97 inch curtain],[black and white modern 97 inch curtain],[dark teal boho 95 inch panel]
[light blue bohemian 97 inch drape],[gray boho 95 inch panel],[mustard boho 95 inch panel],[navy modern 97 inch drape],[bluish grommet 97 inch window curtain],[light grey boho 95 inch panel],[black grey boho 95 inch panel],[taupe grommet 96 inch window curtain],[greige grommet 96 inch window curtain],[black modern 97 inch drape],[dark pink boho 95 inch panel],[white modern 97 inch drape],[black and white modern 97 inch drape],[light teal boho 95 inch panel]
[light blue bohemian 97 inch drapery],[grayish boho 95 inch window curtain],[gold boho 95 inch window curtain],[navy modern 97 inch drapery],[blue grommet 97 inch window curtain],[light gray boho 95 inch window curtain],[dark grey boho 95 inch window curtain],[tan grommet 96 inch window curtain],[ivory grommet 96 inch window curtain],[black modern 97 inch drapery],[pink boho 95 inch window curtain],[white modern 97 inch drapery],[black and white modern 97 inch drapery],[teal boho 95 inch window curtain]
[light blue bohemian 97 inch panel],[grey boho 95 inch window curtain],[yellow boho 95 inch window curtain],[navy modern 97 inch panel],[indigo grommet 97 inch window curtain],[silver boho 95 inch window curtain],[charcoal boho 95 inch window curtain],[beige grommet 96 inch window curtain],[cream grommet 96 inch window curtain],[black modern 97 inch panel],[light pink boho 95 inch window curtain],[white modern 97 inch panel],[black and white modern 97 inch panel],[dark teal boho 95 inch window curtain]
[light blue bohemian 97 inch window curtain],[gray boho 95 inch window curtain],[mustard boho 95 inch window curtain],[navy modern 97 inch window curtain],[denim grommet 97 inch window curtain],[light grey boho 95 inch window curtain],[black grey boho 95 inch window curtain],[light brown grommet 96 inch window curtain],[off white grommet 96 inch window curtain],[black modern 97 inch window curtain],[dark pink boho 95 inch window curtain],[white modern 97 inch window curtain],[black and white modern 97 inch window curtain],[light teal boho 95 inch window curtain]
[light blue modern 95 inch curtain],[grayish boho 96 inch curtain],[gold boho 96 inch curtain],[navy farmhouse 95 inch curtain],[bluish boho 95 inch curtain],[light gray boho 96 inch curtain],[dark grey boho 96 inch curtain],[burlap grommet 97 inch curtain],[natural grommet 97 inch curtain],[black farmhouse 95 inch curtain],[pink boho 96 inch curtain],[white farmhouse 95 inch curtain],[black and white farmhouse 95 inch curtain],[teal boho 96 inch curtain]
[light blue modern 95 inch drape],[grey boho 96 inch curtain],[yellow boho 96 inch curtain],[navy farmhouse 95 inch drape],[blue boho 95 inch curtain],[silver boho 96 inch curtain],[charcoal boho 96 inch curtain],[sand grommet 97 inch curtain],[neutral grommet 97 inch curtain],[black farmhouse 95 inch drape],[light pink boho 96 inch curtain],[white farmhouse 95 inch drape],[black and white farmhouse 95 inch drape],[dark teal boho 96 inch curtain]
